PROPERTY_TYPE,CITY,LOCALITY_NAME,BEDROOM_NUM,FURNISH,MIN_AREA_SQFT,MAX_AREA_SQFT,PRICE_PER_UNIT_AREA,PRICE,AGE,TOTAL_FLOOR,FLOOR_NUM,BALCONY_NUM,FACING,PROP_ID,AMENITIES,FEATURES,IS_PREMIUM
Farm House,Mumbai South West,Bandra West,5,0,3802,3802,20661,78553122,7,26,10,1,5,PROP05380,"46,24,1,42,26,25,45,17","28,1,6,8",True
Residential Apartment,Navi Mumbai,Panvel,5,0,2079,2079,13236,27517644,4,2,2,1,7,PROP05381,"23,1,24,19,47","30,1",False
Residential Apartment,South Mumbai,Matunga,4,2,1612,1612,34295,55283540,2,25,11,3,8,PROP05382,"12,17,45,23,44","8,30,17,6",False
Residential Apartment,Thane,Manpada,4,0,1557,1557,11083,17256231,2,12,2,1,1,PROP05383,"47,24,21","30,19,1,20",False
Residential Apartment,Central Mumbai suburbs,Bhandup West,3,1,1249,1249,18361,22932889,2,8,1,2,1,PROP05384,"29,1,42,32,47,40,45,44,26","6,19,30",False
Residential Apartment,Navi Mumbai,Vashi,2,1,606,606,17719,10737714,1,20,7,1,7,PROP05385,"44,41,1",19,False
Residential Apartment,Mumbai South West,Bandra West,2,0,898,898,38282,34377236,1,6,3,3,1,PROP05386,"12,19,44,40,26,21,46","1,9,28",False
Independent House/Villa,Mira Road And Beyond,Mira Road,3,0,1376,1376,13844,19049344,5,26,10,1,7,PROP05387,"24,46,42,45,19","30,19,20",True
Independent House/Villa,Mumbai Andheri-Dahisar,Malad West,3,0,1199,1199,13483,16166117,15,24,6,3,8,PROP05388,"45,46,25,19","28,20,30",False
Studio Apartment,Central Mumbai suburbs,Bhandup West,1,2,353,353,20359,7186727,0,12,10,1,4,PROP05389,"32,25,41,47,44","6,9,17,30",False
Residential Apartment,Thane,Ghodbunder Road,2,0,854,854,13964,11925256,0,18,16,1,1,PROP05390,"40,46,32,45,19","19,9",True
Residential Apartment,Central Mumbai suburbs,Vikhroli,2,2,912,912,24390,22243680,5,7,5,1,3,PROP05391,"46,24,26",19,False
Residential Apartment,Mumbai South West,Vile Parle West,3,2,1188,1188,22992,27314496,7,12,8,1,3,PROP05392,"32,1,44,26,46,23","6,20",True
Residential Apartment,Mira Road And Beyond,Bhayander West,1,2,441,441,8294,3657654,1,29,21,0,4,PROP05393,"47,46,19,40","30,1",False
Studio Apartment,Central Mumbai suburbs,Powai,1,2,619,619,24435,15125265,0,17,10,1,6,PROP05394,"46,26,24,1","17,28,19",False
Residential Apartment,Thane,Ghodbunder Road,4,1,2008,2008,13746,27601968,10,24,12,2,8,PROP05395,"19,23,44,12,21,25,41,40,17","30,28,20",False
Residential Apartment,Mumbai Andheri-Dahisar,Kandivali West,3,2,1049,1049,13773,14447877,4,27,16,2,2,PROP05396,"1,23,41,17,42,46,21,32","28,9,19,1",False
Farm House,Thane,Thane West,4,2,2108,2108,12911,27216388,10,5,2,2,8,PROP05397,"46,12,44,25,45,1,26","17,1,28",False
Residential Apartment,Central Mumbai suburbs,Kanjurmarg,4,0,2009,2009,24070,48356630,5,3,1,1,4,PROP05398,"24,23,21,25,1,32,45,44",28,False
Residential Apartment,Mumbai South West,Santacruz West,3,0,943,943,44688,42140784,5,16,11,2,7,PROP05399,"47,42,40,45,21,19,25,44","20,30",False
Residential Apartment,Mumbai South West,Juhu,3,2,1081,1081,27562,29794522,2,8,1,3,7,PROP05400,"45,40,41","8,20",True
Independent House/Villa,Mumbai Andheri-Dahisar,Kandivali West,3,0,1240,1240,18623,23092520,0,19,1,0,5,PROP05401,"26,40,45,12","6,17",False
Residential Apartment,Navi Mumbai,Nerul,2,0,882,882,14668,12937176,5,17,17,1,3,PROP05402,"44,25,46,23,29,17,42,12,19","6,17,30",True
Residential Apartment,Thane,Thane East,2,0,588,588,17930,10542840,3,27,22,1,3,PROP05403,"41,26,19,47,44,45,32,17,25","8,9,30,1",False
Farm House,Mumbai South West,Santacruz West,2,1,903,903,37233,33621399,5,26,6,2,4,PROP05404,"45,26,46,42,23,29","8,30",True
Residential Apartment,Mumbai Andheri-Dahisar,Malad West,2,0,808,808,17387,14048696,1,25,4,2,7,PROP05405,"46,1,40,19,32,25,17",19,False
Independent House/Villa,Mumbai South West,Vile Parle West,3,1,1340,1340,31340,41995600,1,13,8,2,4,PROP05406,"23,44,45,32","1,8",True
Independent House/Villa,Navi Mumbai,Nerul,2,0,750,750,8194,6145500,0,27,15,0,6,PROP05407,"47,24,26","8,30,20,1",False
Serviced Apartments,Central Mumbai suburbs,Bhandup West,3,2,935,935,28835,26960725,20,17,10,1,6,PROP05408,"44,46,41,19,29,24,40,17,23","19,30,20",False
Residential Apartment,Mumbai Andheri-Dahisar,Borivali West,2,1,680,680,19182,13043760,3,20,10,2,8,PROP05409,"17,29,41","6,20,1",False
Residential Apartment,Mumbai Andheri-Dahisar,Andheri East,1,0,461,461,22701,10465161,4,17,3,0,8,PROP05410,"24,44,12,46,29,23","1,9",False
Residential Land,Mumbai South West,Santacruz West,1,2,560,560,28564,15995840,4,19,8,1,8,PROP05411,"41,29,45,32,26,24,21","6,8,30,9",False
Residential Apartment,Central Mumbai suburbs,Bhandup West,2,0,725,725,29437,21341825,5,18,11,0,6,PROP05412,"12,41,29,24,23,46",28,False
Residential Apartment,Mumbai South West,Vile Parle West,3,2,1307,1307,23929,31275203,1,27,24,1,3,PROP05413,"42,44,26,46,32,23","8,19,6",False
Residential Apartment,Mira Road And Beyond,Bhayander West,2,0,589,589,10255,6040195,3,19,1,1,6,PROP05414,"25,40,24,46","19,30,17",True
Independent House/Villa,Navi Mumbai,Panvel,4,0,1501,1501,14743,22129243,5,17,11,3,7,PROP05415,"17,44,47,26,1,45","28,30",False
Residential Apartment,Mira Road And Beyond,Mira Road,3,0,902,902,12077,10893454,0,6,5,1,6,PROP05416,"21,23,26,1,42,24",8,False
Residential Apartment,Navi Mumbai,Nerul,2,2,696,696,11048,7689408,1,1,1,0,6,PROP05417,"21,44,23,46,24","8,30,1",False
Residential Apartment,Central Mumbai suburbs,Kanjurmarg,5,1,2158,2158,29237,63093446,0,9,3,1,5,PROP05418,"12,26,44,25,42","19,28,30",False
Residential Apartment,South Mumbai,Matunga,4,2,1464,1464,58135,85109640,5,28,5,2,3,PROP05419,"19,1,26,40,47","1,30",False
Residential Apartment,Mumbai Harbour,Wadala,3,0,1309,1309,17323,22675807,20,7,6,1,4,PROP05420,"21,29,44","6,17",False
Residential Apartment,Central Mumbai suburbs,Vikhroli,3,2,1388,1388,25780,35782640,3,18,13,2,6,PROP05421,"17,25,1","20,1,9,19",False
Residential Apartment,Mumbai Andheri-Dahisar,Dahisar East,1,2,433,433,23827,10317091,0,20,13,1,2,PROP05422,"29,17,25,19,32","19,30,20,9",True
Residential Apartment,Mira Road And Beyond,Vasai,3,0,1145,1145,9674,11076730,3,12,9,2,2,PROP05423,"40,26,41,44,23,45","8,1",False
Independent House/Villa,Navi Mumbai,Nerul,3,1,1146,1146,13711,15712806,1,13,6,1,5,PROP05424,"24,45,40,26",6,False
Residential Apartment,South Mumbai,Prabhadevi,3,0,1342,1342,69511,93283762,7,3,1,2,4,PROP05425,"12,42,40,1,32,41,47,46","6,19",False
Residential Apartment,Mumbai Andheri-Dahisar,Kandivali West,2,1,800,800,19209,15367200,3,3,1,1,6,PROP05426,"26,25,12,47,46,29","8,20",False
Residential Apartment,South Mumbai,Dadar West,2,2,568,568,99980,56788640,4,4,4,1,7,PROP05427,"17,19,23,24,42,47,41,12","20,30,6,28",False
Residential Apartment,Mumbai Andheri-Dahisar,Dahisar East,1,2,649,649,18645,12100605,1,8,1,1,4,PROP05428,"17,21,26,23,46,42,40,12",19,True
Residential Land,Mumbai South West,Khar West,1,2,363,363,36228,13150764,15,5,2,2,5,PROP05429,"26,47,29,32,46,24,1","9,17",False
Independent House/Villa,Mumbai Andheri-Dahisar,Borivali West,3,0,1034,1034,21881,22624954,2,18,17,0,8,PROP05430,"42,44,17,41,21,12,1","9,1,19",False
Residential Apartment,Mumbai Andheri-Dahisar,Goregaon East,2,0,932,932,18711,17438652,5,17,17,1,4,PROP05431,"32,44,19","19,8,20,9",False
Residential Apartment,Mumbai Andheri-Dahisar,Jogeshwari West,1,0,425,425,21018,8932650,4,13,8,1,3,PROP05432,"45,32,41,25","30,28",False
Residential Apartment,Central Mumbai suburbs,Vikhroli,3,0,1017,1017,22272,22650624,2,25,3,1,2,PROP05433,"47,17,12,25,42,24",28,False
Residential Apartment,Mumbai Andheri-Dahisar,Kandivali West,2,2,923,923,13371,12341433,4,9,2,1,2,PROP05434,"17,40,42,19,32",30,False
Residential Apartment,Mumbai Beyond Thane,Badlapur,2,0,938,938,9451,8865038,0,20,7,2,3,PROP05435,"21,24,1,44,46,12,17,47,19",28,True
Serviced Apartments,South Mumbai,Prabhadevi,2,2,841,841,87127,73273807,2,5,3,1,5,PROP05436,"46,1,17,25,23,32,44","9,1",False
Residential Apartment,Mumbai Andheri-Dahisar,Borivali West,3,0,921,921,23128,21300888,10,15,2,1,7,PROP05437,"24,29,46",1,True
Residential Apartment,Central Mumbai suburbs,Powai,3,1,918,918,21080,19351440,4,12,2,2,6,PROP05438,"47,17,29,19,21,23,46","8,6",False
Residential Apartment,Navi Mumbai,Nerul,2,2,864,864,8318,7186752,7,27,21,1,5,PROP05439,"45,29,26",30,True
Residential Apartment,Navi Mumbai,Kharghar,2,0,785,785,8343,6549255,0,20,14,1,8,PROP05440,"45,17,25,12,46,44,26","1,9,20,19",False
Studio Apartment,Mumbai Andheri-Dahisar,Andheri East,1,0,639,639,21159,13520601,4,6,6,1,7,PROP05441,"24,19,41,17,44,21","8,17,28",False
Independent/Builder Floor,Central Mumbai suburbs,Vikhroli,2,0,937,937,26972,25272764,1,23,22,2,5,PROP05442,"17,29,19,47,32,26,24","19,9,30,28",False
Residential Land,Navi Mumbai,Airoli,2,0,864,864,12369,10686816,15,4,4,1,5,PROP05443,"40,23,29,46,21,47,1,25","19,8,20,9",True
Residential Land,Mumbai Beyond Thane,Badlapur,2,0,571,571,6952,3969592,1,28,19,1,1,PROP05444,"12,1,25","17,1,9",False
Residential Apartment,Mumbai Andheri-Dahisar,Borivali West,2,2,732,732,20275,14841300,2,20,2,1,2,PROP05445,"26,24,47,23,17,25,42,40","28,20",False
Farm House,Mumbai South West,Vile Parle West,5,0,3773,3773,20742,78259566,0,8,3,1,8,PROP05446,"17,41,32,40,1","9,6,8,1",False
Residential Land,Navi Mumbai,Vashi,4,0,1562,1562,11770,18384740,3,14,13,1,3,PROP05447,"24,1,41,26,23,47","30,6,28,17",True
Residential Apartment,Navi Mumbai,Vashi,4,0,1735,1735,9079,15752065,2,3,2,0,1,PROP05448,"46,29,24,32,19,1,21,45","9,30,17,1",True
Independent House/Villa,Mumbai South West,Juhu,2,0,882,882,31427,27718614,5,2,2,1,6,PROP05449,"45,26,12,29","8,6,9",False
Residential Apartment,South Mumbai,Prabhadevi,4,2,2196,2196,73923,162334908,5,25,1,1,8,PROP05450,"26,42,25,1,45,29,19",30,True
Independent House/Villa,Navi Mumbai,Airoli,3,0,873,873,13861,12100653,4,17,6,1,5,PROP05451,"26,40,25",17,False
Independent House/Villa,Mumbai Andheri-Dahisar,Andheri West,4,2,1223,1223,19696,24088208,2,29,7,1,8,PROP05452,"47,29,1,44","8,6",True
Residential Apartment,Mira Road And Beyond,Bhayander West,1,1,593,593,14841,8800713,0,22,17,1,6,PROP05453,"24,29,45,26,17,1,40","30,20,6",False
Residential Apartment,Mumbai Andheri-Dahisar,Malad West,3,0,1366,1366,15319,20925754,20,3,1,3,2,PROP05454,"23,12,40,32,29,41,46,44","1,30,17",False
Residential Apartment,Thane,Thane East,3,0,853,853,14510,12377030,5,3,3,1,5,PROP05455,"44,40,32,41,26,21,1,24","9,17",False
Serviced Apartments,Thane,Majiwada,1,2,525,525,18406,9663150,1,28,22,2,3,PROP05456,"17,25,42,46,23,40,24,45,44",19,False
Independent/Builder Floor,Thane,Thane West,3,2,1066,1066,12960,13815360,0,11,7,1,7,PROP05457,"19,23,42","30,1",False
Residential Apartment,Mumbai Andheri-Dahisar,Kandivali West,2,0,663,663,22271,14765673,20,8,4,1,2,PROP05458,"41,23,17,12,26,46,32,42","9,19,6",True
Residential Apartment,Mumbai Beyond Thane,Badlapur,3,0,854,854,7999,6831146,4,25,20,0,7,PROP05459,"46,26,42,21,17,12,44,41,40","30,9",False
Residential Apartment,Mumbai Andheri-Dahisar,Jogeshwari West,5,0,3574,3574,24939,89131986,0,27,11,2,2,PROP05460,"47,19,21,23,40,45,44",1,True
Independent House/Villa,Navi Mumbai,Kharghar,2,0,590,590,16818,9922620,4,12,9,1,1,PROP05461,"47,25,44,1,21,12",28,False
Studio Apartment,Navi Mumbai,Panvel,1,0,475,475,9454,4490650,15,8,3,2,3,PROP05462,"47,24,25,12,21,26,23","30,1,6",False
Residential Apartment,Mumbai South West,Khar West,2,2,563,563,33503,18862189,1,20,16,2,1,PROP05463,"47,44,19,26,42,17,32,25,40","20,17",False
Independent House/Villa,Mira Road And Beyond,Naigaon,1,1,315,315,9515,2997225,0,19,18,2,8,PROP05464,"42,24,12",28,True
Residential Apartment,Mumbai Andheri-Dahisar,Andheri West,4,2,2176,2176,24164,52580864,0,5,4,3,6,PROP05465,"19,42,41,40","17,6,1",False
Residential Apartment,Mira Road And Beyond,Bhayander West,5,2,3951,3951,12687,50126337,0,14,3,0,2,PROP05466,"12,44,26,1,46,47,29,24","9,6,1",False
Serviced Apartments,Mumbai Andheri-Dahisar,Malad West,1,0,419,419,17671,7404149,5,26,6,2,2,PROP05467,"41,42,21,40,46,1,45","17,30,8",True
Independent House/Villa,Mumbai Andheri-Dahisar,Malad West,3,0,1200,1200,22784,27340800,3,17,13,1,7,PROP05468,"12,46,32,19,25,45","30,20,17,9",True
Residential Apartment,Thane,Ghodbunder Road,1,0,643,643,17191,11053813,2,15,2,2,3,PROP05469,"26,32,42,24,47,19,1,25,12","30,6",True
Residential Apartment,Mira Road And Beyond,Bhayander East,3,1,956,956,9614,9190984,20,11,11,1,4,PROP05470,"17,21,46","1,19,8",False
Residential Apartment,Central Mumbai suburbs,Kanjurmarg,2,0,569,569,15764,8969716,3,9,5,1,3,PROP05471,"46,12,41,44,19,32,40,23,42","9,20,17",False
Serviced Apartments,Navi Mumbai,Vashi,2,1,743,743,8321,6182503,20,29,20,3,1,PROP05472,"44,41,17","30,1,20",True
Residential Land,Central Mumbai suburbs,Mulund West,5,0,3945,3945,25235,99552075,5,2,1,2,8,PROP05473,"12,42,41,46","20,8,1",True
Residential Apartment,Mumbai Harbour,Sewri,2,1,550,550,18769,10322950,10,1,1,2,3,PROP05474,"12,46,17,42","17,9,6",False
Independent/Builder Floor,Mumbai Andheri-Dahisar,Borivali West,2,1,773,773,21432,16566936,2,6,2,1,1,PROP05475,"24,41,23,29,19,25,17,40,46","30,17",False
Serviced Apartments,Thane,Ghodbunder Road,1,2,442,442,10624,4695808,0,18,13,1,4,PROP05476,"23,44,32,26,41","30,17",False
Independent/Builder Floor,Navi Mumbai,Vashi,3,0,1245,1245,16080,20019600,2,8,5,0,3,PROP05477,"29,32,26,25,1,44,45,17,41","6,19,9",False
Residential Apartment,South Mumbai,Parel,3,2,1137,1137,31851,36214587,0,15,8,1,3,PROP05478,"44,19,24,1","6,30,9,17",False
Residential Apartment,Mumbai Andheri-Dahisar,Andheri East,3,2,1118,1118,16074,17970732,4,24,4,2,8,PROP05479,"46,42,45,40",9,False
Residential Apartment,Thane,Manpada,4,0,2092,2092,15410,32237720,1,19,6,3,2,PROP05480,"12,46,45,40,41,21,26","6,9,8,20",False
Independent/Builder Floor,Central Mumbai suburbs,Powai,2,0,867,867,22047,19114749,15,16,1,2,7,PROP05481,"21,17,25,23,44,45,46,29,41",30,False
Residential Apartment,Thane,Thane West,2,0,715,715,19709,14091935,1,28,24,3,5,PROP05482,"41,47,40,46","19,9,30",True
Independent House/Villa,South Mumbai,Parel,4,0,1207,1207,73143,88283601,2,7,2,2,1,PROP05483,"41,21,45,46","9,8,28",False
Residential Apartment,Mumbai Beyond Thane,Kalyan,1,2,383,383,7816,2993528,7,29,27,1,1,PROP05484,"45,47,41,32,40,17","30,28,9",False
Residential Apartment,Navi Mumbai,Nerul,5,2,3223,3223,15134,48776882,0,21,20,1,7,PROP05485,"19,17,29,46,42,24,26,12,40","30,8,1,19",False
Residential Apartment,Central Mumbai suburbs,Bhandup West,3,0,897,897,27635,24788595,2,27,16,3,2,PROP05486,"47,40,45,19","17,19,6,1",False
Residential Apartment,Thane,Thane East,2,0,690,690,13637,9409530,1,5,2,2,7,PROP05487,"1,17,25,23",1,True
Residential Apartment,Mira Road And Beyond,Bhayander West,2,1,626,626,12219,7649094,20,29,18,2,7,PROP05488,"46,47,24,29",9,False
Residential Apartment,Navi Mumbai,Kharghar,1,1,575,575,13699,7876925,0,11,3,1,3,PROP05489,"44,26,41,1,17,45,32","17,19,1",False
Residential Apartment,Thane,Thane East,3,0,1055,1055,15783,16651065,1,25,1,1,8,PROP05490,"47,26,44,1,19,17","1,6,8,20",False
Independent House/Villa,Navi Mumbai,Panvel,3,2,870,870,14039,12213930,1,25,14,1,4,PROP05491,"40,29,1,42,44,25,26,46,12","17,1,9",False
Residential Apartment,Mumbai Andheri-Dahisar,Borivali West,3,1,1374,1374,19890,27328860,3,6,6,2,5,PROP05492,"1,32,25,19",1,False
Residential Apartment,Mumbai Andheri-Dahisar,Dahisar East,2,2,883,883,18850,16644550,3,8,1,2,6,PROP05493,"25,41,47,19",20,False
Residential Apartment,Mira Road And Beyond,Bhayander West,4,1,1598,1598,10030,16027940,0,3,1,1,3,PROP05494,"47,42,1,40,17,45,21,41,24","19,17",True
Residential Apartment,Central Mumbai suburbs,Mulund West,2,1,909,909,19773,17973657,15,8,5,2,5,PROP05495,"45,1,42,29,17","19,6",False
Serviced Apartments,Mira Road And Beyond,Bhayander West,1,1,604,604,10300,6221200,1,11,11,1,3,PROP05496,"23,29,1,24,47","20,1,19",False
Residential Land,Mira Road And Beyond,Naigaon,2,2,910,910,11809,10746190,1,17,9,0,1,PROP05497,"25,32,47","1,30",False
Residential Apartment,Central Mumbai suburbs,Bhandup West,3,0,1325,1325,17585,23300125,2,8,2,2,4,PROP05498,"45,46,42,1,26,19,44,41,32","19,17",False
Residential Apartment,South Mumbai,Colaba,3,2,1062,1062,47369,50305878,3,3,3,1,1,PROP05499,"12,29,17,46,45","28,8,30",False
Independent House/Villa,Central Mumbai suburbs,Kanjurmarg,3,2,862,862,21223,18294226,3,13,11,2,3,PROP05500,"26,42,47,44,1",30,False
Residential Apartment,Mumbai Andheri-Dahisar,Kandivali West,3,0,870,870,23224,20204880,1,8,3,2,1,PROP05501,"45,12,29,25,17,32,24,47","1,6,28,30",True
Independent House/Villa,South Mumbai,Fort,2,2,675,675,84790,57233250,0,28,6,0,4,PROP05502,"24,1,46,47,19,44",1,False
Residential Apartment,Mumbai Andheri-Dahisar,Dahisar East,2,1,681,681,23658,16111098,15,4,4,1,5,PROP05503,"40,12,44,21,23","1,17",False
Residential Apartment,Mumbai Andheri-Dahisar,Malad West,4,2,1359,1359,22670,30808530,4,6,5,1,3,PROP05504,"41,44,23,47,24,1,29,40","28,20,9",False
Residential Apartment,Central Mumbai suburbs,Mulund West,2,0,923,923,22108,20405684,7,24,20,1,2,PROP05505,"24,29,47,46,32,21",6,False
Residential Apartment,Mumbai Beyond Thane,Dombivli,4,1,1232,1232,7517,9260944,15,29,20,1,7,PROP05506,"32,40,12,25,24,29,41,21,19","20,6,9",False
Independent House/Villa,Thane,Thane East,4,2,1636,1636,15227,24911372,1,20,8,1,3,PROP05507,"21,45,17,46,41","20,8,9",False
Independent House/Villa,Mumbai South West,Vile Parle West,4,2,1667,1667,31169,51958723,15,20,7,1,1,PROP05508,"42,47,19",17,False
Residential Apartment,Mumbai Harbour,Chembur,4,1,1453,1453,22148,32181044,0,5,2,0,3,PROP05509,"23,12,29","6,8,20",True
Residential Apartment,South Mumbai,Parel,2,2,799,799,70056,55974744,0,15,11,2,5,PROP05510,"29,32,46,21,47,42,40",28,False
Independent House/Villa,Mumbai Andheri-Dahisar,Jogeshwari West,3,0,1091,1091,14584,15911144,5,8,2,2,1,PROP05511,"46,25,1","17,1,20",False
Residential Apartment,Central Mumbai suburbs,Vikhroli,3,1,1022,1022,19760,20194720,3,22,7,2,8,PROP05512,"45,17,21,26,23,1,40","30,17,8,1",True
Independent/Builder Floor,Central Mumbai suburbs,Bhandup West,2,1,949,949,23456,22259744,1,2,1,2,1,PROP05513,"40,24,45,21,42,17,26,25","6,9,8",False
Independent House/Villa,Central Mumbai suburbs,Mulund West,3,1,851,851,25253,21490303,0,8,8,1,7,PROP05514,"21,24,29","30,17,20,1",True
Serviced Apartments,Thane,Manpada,3,0,1014,1014,18126,18379764,15,6,1,0,3,PROP05515,"24,12,19",20,False
Residential Apartment,Mumbai Andheri-Dahisar,Malad West,4,1,2033,2033,22409,45557497,3,6,4,1,3,PROP05516,"23,41,40","28,1",False
Residential Apartment,Mumbai Beyond Thane,Badlapur,3,0,1377,1377,9314,12825378,10,1,1,3,4,PROP05517,"21,46,29,47,45,41,23,40,25","9,20,30",True
Independent House/Villa,South Mumbai,Colaba,3,2,866,866,54478,47177948,4,8,1,1,5,PROP05518,"41,45,12,25,47,32,42,24",17,False
Independent/Builder Floor,Central Mumbai suburbs,Mulund West,3,0,1069,1069,27510,29408190,1,7,4,1,3,PROP05519,"42,12,47,29,32,21","6,20,17",False
Residential Apartment,Central Mumbai suburbs,Kanjurmarg,3,2,1310,1310,15433,20217230,15,3,3,1,8,PROP05520,"32,19,24,46","28,20",False
Residential Apartment,South Mumbai,Fort,3,0,1398,1398,83793,117142614,0,2,2,1,7,PROP05521,"44,32,23,1,12,17,26,45","6,9,1",True
Residential Apartment,Central Mumbai suburbs,Vikhroli,3,2,1338,1338,23431,31350678,10,5,3,0,5,PROP05522,"32,23,26,24","6,17",False
Residential Apartment,Thane,Manpada,1,2,626,626,11427,7153302,0,20,1,2,7,PROP05523,"23,41,44","28,19,6",False
Independent House/Villa,Mumbai Andheri-Dahisar,Goregaon East,4,2,1621,1621,19731,31983951,20,22,2,3,1,PROP05524,"44,19,45,29,26,21,25","30,19",False
Farm House,Mumbai South West,Bandra West,4,0,1442,1442,23966,34558972,0,11,7,1,2,PROP05525,"17,46,19,25,23,44",17,False
Residential Apartment,Navi Mumbai,Vashi,3,2,1319,1319,8214,10834266,1,11,11,1,5,PROP05526,"46,1,45",9,False
Residential Apartment,Mira Road And Beyond,Vasai,2,0,932,932,12003,11186796,1,13,7,1,6,PROP05527,"25,40,44,47,26,42,23","17,1,20",False
Residential Apartment,Mumbai South West,Santacruz West,1,0,388,388,39006,15134328,2,11,4,1,2,PROP05528,"17,44,32,23,45,24,25,46,12","1,28,9,8",False
Residential Land,Mumbai Beyond Thane,Ambernath,4,0,1683,1683,8250,13884750,5,22,9,1,1,PROP05529,"23,12,1,45,32","9,28",False
Independent House/Villa,Mumbai Harbour,Sewri,5,0,2253,2253,18603,41912559,0,26,15,1,1,PROP05530,"21,41,25","1,30",True
Residential Apartment,Mumbai Andheri-Dahisar,Borivali West,3,0,932,932,13343,12435676,0,11,1,1,4,PROP05531,"44,32,40,25,21,17",9,False
Residential Apartment,Central Mumbai suburbs,Bhandup West,2,0,578,578,24964,14429192,2,5,1,1,2,PROP05532,"47,23,41,26","9,28",False
Residential Apartment,Mumbai Andheri-Dahisar,Malad West,2,2,934,934,19104,17843136,2,19,13,1,1,PROP05533,"45,29,25,44,21,47,12,17","17,9,20",True
Residential Apartment,Navi Mumbai,Vashi,5,0,2595,2595,9567,24826365,4,13,12,0,4,PROP05534,"17,25,42,26,29,19,45",6,False
Independent House/Villa,Mumbai Andheri-Dahisar,Andheri West,4,0,1526,1526,17952,27394752,0,2,1,1,6,PROP05535,"42,12,47","1,6,19,30",True
Residential Apartment,Navi Mumbai,Airoli,5,0,3445,3445,10129,34894405,1,21,2,2,3,PROP05536,"21,44,42,41,12,46,29,25","19,30,1,9",False
Independent House/Villa,Navi Mumbai,Nerul,4,2,1665,1665,10436,17375940,7,25,7,3,4,PROP05537,"44,41,17,24,12,45","6,20",False
Residential Apartment,Mira Road And Beyond,Mira Road,2,2,687,687,13437,9231219,20,8,1,2,4,PROP05538,"41,42,17,24,46,45","8,1,6",False
Residential Apartment,South Mumbai,Worli,3,2,928,928,83892,77851776,10,21,8,1,8,PROP05539,"46,41,47,23","1,9",True
Residential Apartment,Mumbai Harbour,Cotton Green,2,2,628,628,17539,11014492,5,14,2,1,1,PROP05540,"26,47,46,24,45,32,23",20,True
Residential Apartment,Mira Road And Beyond,Mira Road,2,2,745,745,8722,6497890,0,19,9,1,1,PROP05541,"45,40,44,26,41,47,21","30,1,8",False
Residential Apartment,Mumbai Harbour,Sewri,5,2,2114,2114,26423,55858222,7,19,14,0,5,PROP05542,"40,47,12,17,19,41,21,26","1,28,8",False
Independent/Builder Floor,Mumbai South West,Santacruz West,5,0,2584,2584,39488,102036992,0,13,11,0,6,PROP05543,"40,12,26,47,17","1,19,30",False
Residential Land,Mumbai Andheri-Dahisar,Jogeshwari West,2,2,876,876,23086,20223336,0,22,3,1,5,PROP05544,"42,25,12,26,24,47,17,40","9,1,28,20",False
Independent/Builder Floor,Mumbai Andheri-Dahisar,Kandivali West,4,2,1259,1259,16362,20599758,3,16,13,1,5,PROP05545,"42,32,19,44,29","17,8",False
Serviced Apartments,Central Mumbai suburbs,Vikhroli,3,0,1391,1391,27871,38768561,4,4,3,3,6,PROP05546,"44,17,47,45,26,21","17,1,30,28",False
Independent/Builder Floor,Mumbai Beyond Thane,Ambernath,2,0,789,789,7942,6266238,4,27,8,0,4,PROP05547,"32,46,42,45,41",17,False
Residential Apartment,Navi Mumbai,Vashi,1,1,452,452,10935,4942620,4,4,2,2,5,PROP05548,"47,44,42,1,29,24",1,False
Independent House/Villa,Mumbai South West,Juhu,4,1,1873,1873,34631,64863863,1,25,6,3,2,PROP05549,"24,19,44,23,32,1,42,12","8,30,9",True
Residential Apartment,Thane,Majiwada,2,0,891,891,12589,11216799,20,10,10,1,2,PROP05550,"47,32,19,45,25,21,24,29","6,9,1,17",True
Independent/Builder Floor,South Mumbai,Parel,4,1,2199,2199,51377,112978023,1,7,6,1,6,PROP05551,"1,46,40,44","17,20",False
Residential Apartment,Mira Road And Beyond,Bhayander East,2,1,825,825,12651,10437075,15,7,6,2,6,PROP05552,"12,24,46,42,25,32,45","30,17",False
Residential Apartment,Mumbai Andheri-Dahisar,Dahisar East,3,0,1152,1152,21823,25140096,15,28,8,1,7,PROP05553,"21,47,44","17,20,9,8",False
Independent House/Villa,South Mumbai,Prabhadevi,2,2,857,857,59367,50877519,2,20,19,1,7,PROP05554,"17,29,1","19,8,1",True
Residential Apartment,Mumbai Andheri-Dahisar,Malad West,3,1,1354,1354,13872,18782688,3,16,9,1,8,PROP05555,"12,45,47,40,24,23,25,46","1,8,20,19",True
Residential Apartment,Mumbai Harbour,Cotton Green,3,2,1138,1138,18210,20722980,3,8,1,2,1,PROP05556,"47,40,12,1,21",28,False
Residential Apartment,Thane,Thane West,3,0,1055,1055,15564,16420020,7,9,8,2,3,PROP05557,"29,23,19,32,44,42,41,25,26",20,False
Serviced Apartments,Mumbai South West,Vile Parle West,2,0,738,738,23644,17449272,0,3,2,2,5,PROP05558,"17,12,41,1,24,19,26","19,6,17,30",False
Serviced Apartments,Navi Mumbai,Vashi,1,1,303,303,13712,4154736,1,13,1,2,6,PROP05559,"24,17,21,42,32,26,19","30,17",False
